trip_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_zone,dropoff_zone,fare_amount,tip_amount,total_amount,payment_type,driver_id
4366,16-01-2022,16-01-2022,1,6.29,Staten Island,Queens,16.38,3.39,19.77,Cash,129
4367,16-01-2022,16-01-2022,1,9.42,Brooklyn,Manhattan,25.23,2.06,27.29,Cash,171
4368,16-01-2022,16-01-2022,2,5.8,Bronx,Brooklyn,19.28,1.89,21.17,Credit Card,196
4369,16-01-2022,16-01-2022,2,6.2,Manhattan,Brooklyn,16.15,2.92,19.07,Credit Card,163
4370,16-01-2022,16-01-2022,3,10.59,Queens,Queens,31.42,2.48,33.9,Credit Card,138
4371,16-01-2022,16-01-2022,1,14.1,Queens,Staten Island,38,11.07,49.07,Cash,100
4372,16-01-2022,16-01-2022,1,8.36,Queens,Manhattan,22.26,3.94,26.2,Credit Card,196
4373,16-01-2022,16-01-2022,2,11.64,Bronx,Bronx,31.49,4.57,36.06,Credit Card,141
4374,16-01-2022,16-01-2022,4,1.79,Manhattan,Queens,5.36,0.48,5.84,Cash,176
4375,16-01-2022,16-01-2022,3,3.56,Staten Island,Manhattan,9.75,1.5,11.25,Cash,185
4376,16-01-2022,16-01-2022,3,7.78,Staten Island,Queens,20.2,2.54,22.74,Credit Card,104
4377,16-01-2022,16-01-2022,2,0.79,Manhattan,Queens,2.61,0.19,2.8,Credit Card,111
4378,16-01-2022,16-01-2022,1,4.17,Manhattan,Staten Island,12.68,3.7,16.38,Cash,128
4379,16-01-2022,16-01-2022,2,8,Queens,Bronx,21.25,2.47,23.72,Credit Card,102
4380,16-01-2022,16-01-2022,2,0.72,Staten Island,Manhattan,2.14,0.48,2.62,Credit Card,160
4381,16-01-2022,16-01-2022,2,4.34,Manhattan,Queens,11.15,0.81,11.96,Cash,150
4382,16-01-2022,16-01-2022,2,7.95,Staten Island,Queens,24.49,6.82,31.31,Credit Card,135
4383,16-01-2022,16-01-2022,4,8.81,Manhattan,Manhattan,25.02,4.95,29.97,Cash,174
4384,16-01-2022,16-01-2022,4,13.92,Brooklyn,Queens,36.24,7.76,44,Credit Card,189
4385,16-01-2022,16-01-2022,1,9.86,Queens,Queens,26.46,6.49,32.95,Credit Card,101
4386,16-01-2022,16-01-2022,2,6.51,Manhattan,Queens,18.53,3.73,22.26,Cash,128
4387,16-01-2022,16-01-2022,4,13.99,Bronx,Brooklyn,46.26,3.13,49.39,Cash,140
4388,16-01-2022,16-01-2022,1,11.88,Manhattan,Brooklyn,31.76,5,36.76,Cash,128
4389,16-01-2022,16-01-2022,2,3.4,Brooklyn,Bronx,8.87,1.02,9.89,Cash,199
4390,16-01-2022,16-01-2022,3,2.4,Bronx,Staten Island,7.24,1.24,8.48,Cash,163
4391,16-01-2022,16-01-2022,4,10.3,Bronx,Manhattan,31.5,4.76,36.26,Cash,157
4392,16-01-2022,16-01-2022,1,8.62,Manhattan,Staten Island,22.33,5.73,28.06,Cash,182
4393,16-01-2022,16-01-2022,3,11.95,Brooklyn,Staten Island,33.27,3.72,36.99,Cash,109
4394,16-01-2022,16-01-2022,2,11.21,Bronx,Brooklyn,30.97,3.11,34.08,Cash,110
4395,16-01-2022,16-01-2022,2,9.57,Queens,Bronx,25.71,7.44,33.15,Credit Card,106
4396,16-01-2022,16-01-2022,2,14.8,Queens,Staten Island,41.67,11.98,53.65,Credit Card,176
4397,16-01-2022,16-01-2022,4,8.24,Staten Island,Staten Island,20.91,6.24,27.15,Cash,160
4398,16-01-2022,16-01-2022,1,2.14,Staten Island,Queens,6.74,1.29,8.03,Credit Card,165
4399,16-01-2022,16-01-2022,3,12.51,Brooklyn,Manhattan,43.64,3.42,47.06,Cash,193
4400,16-01-2022,16-01-2022,1,4.15,Bronx,Bronx,13.01,3.51,16.52,Cash,185
4401,16-01-2022,16-01-2022,4,11.77,Queens,Manhattan,33.67,2.91,36.58,Credit Card,152
4402,16-01-2022,16-01-2022,1,14.38,Queens,Brooklyn,45.55,4.05,49.6,Cash,164
4403,16-01-2022,16-01-2022,4,10.6,Brooklyn,Staten Island,32.56,3.2,35.76,Cash,126
4404,16-01-2022,16-01-2022,2,9.14,Bronx,Staten Island,30.59,6.53,37.12,Cash,106
4405,16-01-2022,16-01-2022,3,7.18,Brooklyn,Manhattan,22.42,1.72,24.14,Cash,164
4406,16-01-2022,16-01-2022,2,5.78,Manhattan,Brooklyn,18.11,4.43,22.54,Credit Card,157
4407,16-01-2022,16-01-2022,1,5.62,Queens,Queens,15.3,0.99,16.29,Cash,124
4408,16-01-2022,16-01-2022,2,9.73,Brooklyn,Queens,28.37,2.2,30.57,Credit Card,147
4409,16-01-2022,16-01-2022,3,11.39,Brooklyn,Staten Island,32.4,5.14,37.54,Credit Card,103
4410,16-01-2022,16-01-2022,2,10.34,Manhattan,Staten Island,25.97,3.76,29.73,Cash,193
4411,16-01-2022,16-01-2022,3,3.38,Staten Island,Bronx,9.51,2.83,12.34,Credit Card,107
4412,16-01-2022,16-01-2022,3,7.66,Queens,Manhattan,22.87,6.67,29.54,Credit Card,184
4413,16-01-2022,16-01-2022,2,11.98,Brooklyn,Staten Island,37.14,3.62,40.76,Credit Card,167
4414,16-01-2022,16-01-2022,4,7.4,Queens,Brooklyn,25.42,7.29,32.71,Credit Card,159
4415,16-01-2022,16-01-2022,1,8.28,Staten Island,Manhattan,22.68,5.06,27.74,Cash,103
4416,16-01-2022,16-01-2022,4,11.68,Brooklyn,Bronx,30.98,4.72,35.7,Cash,107
4417,16-01-2022,16-01-2022,4,10.09,Manhattan,Queens,34,7.99,41.99,Cash,189
4418,16-01-2022,16-01-2022,2,6.44,Queens,Bronx,22.17,6.1,28.27,Credit Card,192
4419,16-01-2022,16-01-2022,1,13.48,Manhattan,Manhattan,40.28,3.83,44.11,Credit Card,115
4420,16-01-2022,16-01-2022,1,2.86,Staten Island,Queens,7.48,0.74,8.22,Cash,118
4421,16-01-2022,16-01-2022,4,14.93,Staten Island,Brooklyn,44.57,6.78,51.35,Credit Card,100
4422,16-01-2022,16-01-2022,2,2.22,Queens,Queens,5.79,0.53,6.32,Credit Card,133
4423,16-01-2022,16-01-2022,1,0.72,Staten Island,Queens,2.44,0.34,2.78,Cash,192
4424,16-01-2022,16-01-2022,4,13.41,Bronx,Brooklyn,43.02,9.1,52.12,Credit Card,190
4425,16-01-2022,16-01-2022,1,4.05,Queens,Staten Island,11.1,2.81,13.91,Credit Card,144
4426,16-01-2022,16-01-2022,2,11.08,Bronx,Staten Island,37.52,4.71,42.23,Cash,162
4427,16-01-2022,16-01-2022,2,12.26,Staten Island,Queens,38.47,4.63,43.1,Cash,193
4428,16-01-2022,16-01-2022,2,12.96,Queens,Queens,44.75,10.96,55.71,Cash,105
4429,16-01-2022,16-01-2022,1,14.88,Bronx,Bronx,51.79,7.52,59.31,Cash,135
4430,16-01-2022,16-01-2022,3,4.76,Staten Island,Staten Island,11.92,3.04,14.96,Cash,165
4431,16-01-2022,16-01-2022,1,10.8,Brooklyn,Brooklyn,28.3,8.44,36.74,Cash,177
4432,16-01-2022,16-01-2022,3,2.17,Brooklyn,Queens,6.61,1.95,8.56,Cash,107
4433,16-01-2022,16-01-2022,2,6.4,Manhattan,Queens,22.12,4.77,26.89,Credit Card,166
4434,16-01-2022,16-01-2022,4,12.8,Brooklyn,Bronx,44.73,6.43,51.16,Cash,198
4435,16-01-2022,16-01-2022,3,5.83,Bronx,Bronx,17.88,1.19,19.07,Credit Card,126
4436,16-01-2022,16-01-2022,2,9.07,Brooklyn,Bronx,24.25,5.69,29.94,Cash,133
4437,16-01-2022,16-01-2022,2,7.8,Queens,Manhattan,20.77,6.12,26.89,Credit Card,127
4438,16-01-2022,16-01-2022,3,9.87,Queens,Brooklyn,32.21,2.16,34.37,Credit Card,130
4439,16-01-2022,16-01-2022,4,14.61,Queens,Manhattan,45.17,2.33,47.5,Credit Card,116
4440,16-01-2022,16-01-2022,2,1.31,Brooklyn,Queens,3.99,1.03,5.02,Credit Card,182
4441,16-01-2022,16-01-2022,3,8.82,Brooklyn,Bronx,26.16,1.98,28.14,Credit Card,154
4442,16-01-2022,16-01-2022,4,13.01,Manhattan,Bronx,41.96,2.95,44.91,Cash,174
4443,16-01-2022,16-01-2022,4,7.48,Staten Island,Bronx,25.12,6.97,32.09,Cash,108
4444,16-01-2022,16-01-2022,2,1.64,Manhattan,Staten Island,4.6,0.32,4.92,Cash,193
4445,16-01-2022,16-01-2022,1,8.63,Bronx,Brooklyn,23.48,1.84,25.32,Credit Card,156
4446,16-01-2022,16-01-2022,1,5.32,Queens,Manhattan,16.87,3.25,20.12,Credit Card,144
4447,16-01-2022,16-01-2022,2,2.75,Brooklyn,Brooklyn,9.39,2.25,11.64,Credit Card,105
4448,16-01-2022,16-01-2022,4,12.81,Staten Island,Bronx,36.48,5.47,41.95,Cash,113
4449,16-01-2022,16-01-2022,2,8.06,Staten Island,Queens,22.35,3.47,25.82,Credit Card,130
4450,16-01-2022,16-01-2022,3,14.03,Brooklyn,Staten Island,38.25,7.96,46.21,Credit Card,153
4451,16-01-2022,16-01-2022,1,12.19,Manhattan,Brooklyn,33.58,5.92,39.5,Cash,110
4452,16-01-2022,16-01-2022,3,10.55,Staten Island,Queens,27.8,1.52,29.32,Cash,168
4453,16-01-2022,16-01-2022,2,0.57,Manhattan,Bronx,1.77,0.14,1.91,Cash,194
4454,16-01-2022,16-01-2022,2,6.7,Brooklyn,Bronx,18.63,3.64,22.27,Credit Card,101
4455,16-01-2022,16-01-2022,4,3.36,Manhattan,Bronx,10.47,2.6,13.07,Credit Card,116
4456,16-01-2022,16-01-2022,4,13.71,Queens,Bronx,35.41,8.53,43.94,Cash,135
4457,16-01-2022,16-01-2022,4,3.03,Brooklyn,Staten Island,7.92,1.86,9.78,Credit Card,102
4458,16-01-2022,16-01-2022,3,4.65,Brooklyn,Staten Island,14.12,3.43,17.55,Credit Card,162
4459,16-01-2022,16-01-2022,4,7.99,Staten Island,Brooklyn,24.06,1.47,25.53,Credit Card,142
4460,16-01-2022,16-01-2022,2,4.32,Staten Island,Bronx,11.97,3.28,15.25,Credit Card,192
4461,16-01-2022,16-01-2022,4,3.54,Staten Island,Staten Island,11.78,3.21,14.99,Cash,132
4462,16-01-2022,16-01-2022,1,9.19,Queens,Queens,24.69,4.52,29.21,Credit Card,177
4463,16-01-2022,16-01-2022,4,1.79,Queens,Staten Island,5.12,0.57,5.69,Credit Card,128
4464,16-01-2022,16-01-2022,3,1.34,Bronx,Staten Island,4.09,0.81,4.9,Cash,122
4465,16-01-2022,16-01-2022,1,5.9,Brooklyn,Brooklyn,19.87,3.76,23.63,Credit Card,158
4466,16-01-2022,16-01-2022,1,10.95,Staten Island,Staten Island,31.96,3.38,35.34,Credit Card,180
4467,16-01-2022,16-01-2022,1,8.54,Brooklyn,Queens,24.75,4.97,29.72,Cash,148
4468,16-01-2022,16-01-2022,3,6.63,Manhattan,Bronx,20.42,5.09,25.51,Credit Card,154
4469,16-01-2022,16-01-2022,2,8.7,Queens,Manhattan,24.51,6.16,30.67,Cash,174
4470,16-01-2022,16-01-2022,4,5.8,Bronx,Brooklyn,18.61,1.21,19.82,Credit Card,127
4471,16-01-2022,16-01-2022,1,14.07,Manhattan,Queens,38.67,3.84,42.51,Credit Card,170
4472,16-01-2022,16-01-2022,1,1.3,Brooklyn,Brooklyn,4.32,0.94,5.26,Credit Card,171
4473,16-01-2022,16-01-2022,1,10.26,Queens,Bronx,28.44,7.54,35.98,Cash,192
4474,16-01-2022,16-01-2022,2,13.42,Staten Island,Staten Island,46.87,8.45,55.32,Credit Card,124
4475,16-01-2022,16-01-2022,2,12.16,Manhattan,Staten Island,34.25,7.77,42.02,Credit Card,106
4476,16-01-2022,16-01-2022,3,3.17,Queens,Queens,10.71,0.59,11.3,Cash,185
4477,16-01-2022,16-01-2022,2,4.79,Brooklyn,Bronx,13.88,2.81,16.69,Credit Card,172
4478,16-01-2022,16-01-2022,4,10.9,Brooklyn,Manhattan,29.93,8.69,38.62,Credit Card,174
4479,16-01-2022,16-01-2022,3,1.72,Manhattan,Manhattan,4.69,1.01,5.7,Credit Card,133
4480,16-01-2022,16-01-2022,3,12.27,Manhattan,Staten Island,41.11,11.53,52.64,Cash,190
4481,16-01-2022,16-01-2022,4,10.92,Manhattan,Bronx,30.67,5.87,36.54,Cash,121
4482,16-01-2022,16-01-2022,4,11.08,Bronx,Bronx,31.45,8.2,39.65,Cash,166
4483,16-01-2022,16-01-2022,4,1.95,Staten Island,Queens,5.26,0.43,5.69,Credit Card,149
4484,16-01-2022,16-01-2022,3,10.91,Queens,Manhattan,37.76,3.05,40.81,Cash,147
4485,16-01-2022,16-01-2022,3,10.36,Brooklyn,Queens,28.44,2.28,30.72,Credit Card,171
4486,16-01-2022,16-01-2022,3,12.55,Brooklyn,Brooklyn,34.48,5.94,40.42,Cash,169
4487,16-01-2022,16-01-2022,4,1.1,Staten Island,Bronx,3.79,0.5,4.29,Cash,156
4488,16-01-2022,16-01-2022,4,0.84,Manhattan,Manhattan,2.86,0.66,3.52,Credit Card,124
4489,16-01-2022,16-01-2022,1,5.91,Manhattan,Queens,16.25,4.48,20.73,Cash,165
4490,16-01-2022,16-01-2022,2,2.66,Brooklyn,Staten Island,8.95,1.83,10.78,Cash,115
4491,16-01-2022,16-01-2022,1,8.6,Staten Island,Brooklyn,23.65,2.44,26.09,Credit Card,157
4492,16-01-2022,16-01-2022,4,13.8,Brooklyn,Queens,35.67,10.08,45.75,Credit Card,140
4493,16-01-2022,16-01-2022,3,6.18,Manhattan,Staten Island,20.52,3.73,24.25,Credit Card,150
4494,16-01-2022,16-01-2022,4,12.75,Queens,Manhattan,41.71,9.59,51.3,Credit Card,120
4495,16-01-2022,16-01-2022,2,0.5,Manhattan,Manhattan,1.4,0.38,1.78,Credit Card,178
4496,16-01-2022,16-01-2022,1,2.94,Queens,Brooklyn,7.62,2.27,9.89,Credit Card,155
4497,16-01-2022,16-01-2022,1,0.94,Bronx,Staten Island,2.54,0.45,2.99,Credit Card,197
4498,16-01-2022,16-01-2022,3,5.26,Staten Island,Bronx,17.21,4.34,21.55,Credit Card,146
4499,16-01-2022,16-01-2022,1,13.67,Bronx,Manhattan,47.36,9.08,56.44,Cash,142
4500,16-01-2022,16-01-2022,1,1.91,Manhattan,Bronx,5.27,0.9,6.17,Credit Card,183
4501,16-01-2022,16-01-2022,4,9.29,Staten Island,Bronx,30.83,5.69,36.52,Cash,130
4502,16-01-2022,16-01-2022,1,7.05,Manhattan,Queens,19.23,3.29,22.52,Credit Card,114
4503,16-01-2022,16-01-2022,1,14.11,Staten Island,Queens,44.86,6.96,51.82,Credit Card,147
4504,16-01-2022,16-01-2022,1,2.28,Staten Island,Manhattan,5.89,1.36,7.25,Cash,161
4505,16-01-2022,16-01-2022,3,3.57,Manhattan,Bronx,11.01,1.24,12.25,Cash,191
4506,16-01-2022,16-01-2022,3,0.93,Manhattan,Queens,2.58,0.53,3.11,Cash,169
4507,16-01-2022,16-01-2022,4,6.79,Staten Island,Staten Island,23.26,5.31,28.57,Credit Card,102
4508,16-01-2022,16-01-2022,1,4.53,Staten Island,Staten Island,12.64,3.45,16.09,Credit Card,137
4509,16-01-2022,16-01-2022,3,13.11,Manhattan,Staten Island,38,5.05,43.05,Credit Card,186
4510,16-01-2022,16-01-2022,3,9.27,Manhattan,Staten Island,30.97,8.21,39.18,Credit Card,157
4511,16-01-2022,16-01-2022,4,9.4,Brooklyn,Bronx,27.62,7.91,35.53,Cash,166
4512,16-01-2022,16-01-2022,2,8.21,Brooklyn,Staten Island,22.48,4.77,27.25,Credit Card,144
4513,16-01-2022,16-01-2022,1,1.83,Brooklyn,Bronx,5.58,1.36,6.94,Cash,143
4514,16-01-2022,16-01-2022,3,6.95,Bronx,Manhattan,23.21,3.51,26.72,Credit Card,107
4515,16-01-2022,16-01-2022,4,14.99,Staten Island,Manhattan,43.97,12.66,56.63,Credit Card,165
4516,16-01-2022,16-01-2022,4,12.61,Queens,Staten Island,33.2,7.23,40.43,Cash,170
4517,16-01-2022,16-01-2022,4,13.46,Bronx,Staten Island,38.81,4.95,43.76,Credit Card,160
4518,16-01-2022,16-01-2022,3,12.44,Staten Island,Staten Island,42.97,6.49,49.46,Cash,116
4519,16-01-2022,16-01-2022,1,1.99,Queens,Manhattan,5.12,1.05,6.17,Credit Card,170
4520,16-01-2022,16-01-2022,2,3.8,Brooklyn,Queens,11.05,1.2,12.25,Credit Card,196
4521,16-01-2022,16-01-2022,1,0.55,Queens,Manhattan,1.73,0.41,2.14,Credit Card,135
4522,16-01-2022,16-01-2022,4,4.9,Manhattan,Staten Island,12.63,1.34,13.97,Credit Card,167
4523,16-01-2022,16-01-2022,4,2.07,Manhattan,Queens,5.89,1.17,7.06,Credit Card,179
4524,16-01-2022,16-01-2022,2,7.36,Staten Island,Queens,25.32,5.68,31,Cash,120
4525,16-01-2022,16-01-2022,1,10.32,Bronx,Brooklyn,26.12,6.92,33.04,Credit Card,181
4526,16-01-2022,16-01-2022,4,13.18,Brooklyn,Bronx,42.86,10.01,52.87,Credit Card,145
4527,16-01-2022,16-01-2022,4,11.36,Staten Island,Staten Island,37.96,9.48,47.44,Credit Card,145
4528,16-01-2022,16-01-2022,1,14.11,Brooklyn,Bronx,39.18,10.9,50.08,Credit Card,191
4529,16-01-2022,16-01-2022,4,1.28,Manhattan,Brooklyn,3.47,0.69,4.16,Cash,115
4530,16-01-2022,16-01-2022,1,0.68,Bronx,Bronx,2.32,0.61,2.93,Credit Card,121
4531,16-01-2022,16-01-2022,4,10.09,Bronx,Staten Island,32.93,3.56,36.49,Cash,105
4532,16-01-2022,16-01-2022,1,4.7,Manhattan,Brooklyn,12.28,3.12,15.4,Cash,193
4533,16-01-2022,16-01-2022,2,4.18,Queens,Bronx,11.34,1.2,12.54,Cash,155
4534,16-01-2022,16-01-2022,4,5.3,Bronx,Manhattan,16.54,4.69,21.23,Cash,144
4535,16-01-2022,16-01-2022,2,4.41,Queens,Queens,12.87,1.71,14.58,Cash,157
4536,16-01-2022,16-01-2022,4,7.92,Brooklyn,Brooklyn,23.79,2.21,26,Credit Card,127
4537,16-01-2022,16-01-2022,4,6.88,Bronx,Manhattan,23.75,2.07,25.82,Cash,116
4538,16-01-2022,16-01-2022,3,7.93,Manhattan,Staten Island,23.16,2.24,25.4,Cash,135
4539,16-01-2022,16-01-2022,1,10.25,Queens,Queens,34.66,5.61,40.27,Cash,111
4540,16-01-2022,16-01-2022,2,6.11,Brooklyn,Brooklyn,19.31,3.49,22.8,Cash,149
4541,16-01-2022,16-01-2022,2,4.14,Brooklyn,Queens,10.85,3.02,13.87,Cash,158
4542,16-01-2022,16-01-2022,2,2.91,Bronx,Brooklyn,9.44,1.37,10.81,Cash,111
4543,16-01-2022,16-01-2022,1,5.57,Bronx,Brooklyn,16.82,1.76,18.58,Credit Card,199
4544,16-01-2022,16-01-2022,3,11.26,Staten Island,Bronx,30.68,7.24,37.92,Credit Card,161
4545,16-01-2022,16-01-2022,2,11.47,Staten Island,Queens,32,2.68,34.68,Cash,139
4546,16-01-2022,16-01-2022,1,10.17,Bronx,Queens,31.09,8.49,39.58,Cash,192
4547,16-01-2022,16-01-2022,4,3.89,Staten Island,Manhattan,12.07,1.84,13.91,Cash,101
4548,16-01-2022,16-01-2022,2,9.03,Manhattan,Staten Island,31.32,6.37,37.69,Cash,192
4549,16-01-2022,16-01-2022,2,8.78,Manhattan,Manhattan,29.45,2.84,32.29,Cash,193
4550,16-01-2022,16-01-2022,3,7.52,Staten Island,Bronx,20.35,1.76,22.11,Credit Card,199
4551,16-01-2022,16-01-2022,2,8.47,Bronx,Brooklyn,27.73,6.92,34.65,Credit Card,124
4552,16-01-2022,16-01-2022,2,7.63,Manhattan,Bronx,19.14,3.01,22.15,Credit Card,184
4553,16-01-2022,16-01-2022,4,8.7,Brooklyn,Bronx,22.88,6.79,29.67,Credit Card,185
4554,16-01-2022,16-01-2022,1,10.87,Bronx,Manhattan,29.35,5.31,34.66,Credit Card,173
4555,16-01-2022,16-01-2022,1,2.09,Queens,Brooklyn,6.47,1.69,8.16,Credit Card,130
4556,16-01-2022,16-01-2022,3,11.37,Queens,Staten Island,30.64,9.04,39.68,Cash,146
4557,16-01-2022,16-01-2022,4,2.47,Bronx,Bronx,7.08,0.85,7.93,Cash,159
4558,16-01-2022,16-01-2022,1,1.47,Staten Island,Staten Island,4.03,1.01,5.04,Credit Card,172
4559,16-01-2022,16-01-2022,4,14.65,Manhattan,Brooklyn,41.57,2.31,43.88,Cash,197
4560,16-01-2022,16-01-2022,1,14.38,Manhattan,Brooklyn,49.5,10.89,60.39,Credit Card,140
4561,16-01-2022,16-01-2022,4,1.38,Bronx,Manhattan,4.83,1.14,5.97,Credit Card,149
4562,16-01-2022,16-01-2022,3,6.93,Brooklyn,Queens,22.08,3.74,25.82,Credit Card,122
4563,16-01-2022,16-01-2022,2,3.2,Staten Island,Manhattan,9.83,0.89,10.72,Cash,111
4564,16-01-2022,16-01-2022,3,7.54,Brooklyn,Staten Island,24.19,4.94,29.13,Cash,170
4565,16-01-2022,16-01-2022,1,12.54,Bronx,Manhattan,41.03,11.26,52.29,Credit Card,195
4566,16-01-2022,16-01-2022,3,14.28,Bronx,Brooklyn,46.25,13.08,59.33,Cash,182
4567,16-01-2022,16-01-2022,2,9.7,Brooklyn,Bronx,25.04,5.92,30.96,Credit Card,121
4568,16-01-2022,16-01-2022,3,5.63,Queens,Queens,15.82,1.83,17.65,Cash,155
4569,16-01-2022,16-01-2022,1,9.25,Bronx,Brooklyn,26.3,7.04,33.34,Cash,115
4570,16-01-2022,16-01-2022,1,5.02,Staten Island,Bronx,14.4,3.92,18.32,Credit Card,157
4571,16-01-2022,16-01-2022,3,13.69,Brooklyn,Staten Island,38.94,5.52,44.46,Credit Card,171
4572,16-01-2022,16-01-2022,2,13.12,Queens,Staten Island,43.13,4.13,47.26,Credit Card,193
4573,16-01-2022,16-01-2022,3,8.59,Brooklyn,Staten Island,27.9,7.5,35.4,Credit Card,150
4574,16-01-2022,16-01-2022,2,5.21,Queens,Manhattan,13.05,3.54,16.59,Cash,105
4575,16-01-2022,16-01-2022,4,4.75,Queens,Staten Island,13.28,1,14.28,Credit Card,101
4576,16-01-2022,16-01-2022,2,0.98,Staten Island,Staten Island,3.06,0.89,3.95,Cash,161
4577,16-01-2022,16-01-2022,4,12.33,Bronx,Manhattan,32.31,5.92,38.23,Credit Card,197
4578,16-01-2022,16-01-2022,3,7.03,Queens,Bronx,18.08,5.4,23.48,Cash,192
4579,16-01-2022,16-01-2022,2,5.21,Bronx,Brooklyn,17.34,2.8,20.14,Credit Card,141
4580,16-01-2022,16-01-2022,4,7.33,Staten Island,Queens,21.64,3.97,25.61,Credit Card,142
4581,16-01-2022,16-01-2022,4,12.37,Bronx,Staten Island,41.51,4.84,46.35,Credit Card,151
4582,16-01-2022,16-01-2022,4,2.31,Manhattan,Staten Island,7.68,2.11,9.79,Cash,157
4583,16-01-2022,16-01-2022,1,12.94,Queens,Staten Island,43.91,7.07,50.98,Cash,119
4584,16-01-2022,16-01-2022,3,13.51,Staten Island,Manhattan,34.43,8.73,43.16,Credit Card,155
4585,16-01-2022,16-01-2022,4,14.23,Brooklyn,Manhattan,38.22,2.67,40.89,Cash,166
4586,16-01-2022,16-01-2022,2,6.26,Staten Island,Manhattan,17.5,4.32,21.82,Credit Card,158
4587,16-01-2022,16-01-2022,4,3.65,Queens,Queens,9.62,1.66,11.28,Cash,147
4588,16-01-2022,16-01-2022,1,5.92,Staten Island,Brooklyn,17.67,0.91,18.58,Credit Card,134
4589,16-01-2022,16-01-2022,3,5.33,Brooklyn,Staten Island,17.58,1.87,19.45,Credit Card,107
4590,16-01-2022,16-01-2022,1,3.05,Manhattan,Bronx,10.53,1.04,11.57,Cash,175
4591,16-01-2022,16-01-2022,1,9.31,Queens,Staten Island,31.56,7.51,39.07,Cash,131
4592,16-01-2022,16-01-2022,1,7.41,Queens,Staten Island,21.91,3.71,25.62,Cash,192
4593,16-01-2022,16-01-2022,2,13.05,Staten Island,Staten Island,40.93,3.68,44.61,Credit Card,144
4594,16-01-2022,16-01-2022,3,0.97,Bronx,Staten Island,2.65,0.3,2.95,Cash,184
4595,16-01-2022,16-01-2022,3,9.84,Bronx,Brooklyn,28.57,5.03,33.6,Cash,166
4596,16-01-2022,16-01-2022,2,11.56,Brooklyn,Bronx,38.97,2.14,41.11,Cash,126
4597,16-01-2022,16-01-2022,3,11.51,Manhattan,Manhattan,29.11,4.54,33.65,Cash,102
4598,16-01-2022,16-01-2022,1,13.35,Manhattan,Bronx,40.49,8.89,49.38,Cash,156
4599,16-01-2022,16-01-2022,3,11.07,Staten Island,Staten Island,37.34,6.7,44.04,Credit Card,164
4600,16-01-2022,16-01-2022,2,13.95,Staten Island,Bronx,36.58,7.3,43.88,Credit Card,119
4601,16-01-2022,16-01-2022,1,5.32,Bronx,Staten Island,18.53,2.44,20.97,Cash,170
4602,16-01-2022,16-01-2022,2,7.8,Manhattan,Bronx,19.6,1.88,21.48,Credit Card,140
4603,16-01-2022,16-01-2022,4,0.7,Manhattan,Queens,2.37,0.6,2.97,Cash,100
4604,16-01-2022,17-01-2022,1,0.6,Manhattan,Bronx,1.71,0.47,2.18,Cash,173
4605,16-01-2022,16-01-2022,1,3.98,Brooklyn,Manhattan,10.48,1.86,12.34,Credit Card,175
4606,16-01-2022,16-01-2022,3,1.96,Brooklyn,Manhattan,5.21,0.66,5.87,Credit Card,103
4607,16-01-2022,17-01-2022,1,4.27,Staten Island,Bronx,13.67,2.43,16.1,Credit Card,170
4608,16-01-2022,17-01-2022,2,3.07,Bronx,Bronx,10.35,2.79,13.14,Credit Card,109
4609,17-01-2022,17-01-2022,3,0.91,Queens,Brooklyn,2.86,0.64,3.5,Credit Card,185
4610,17-01-2022,17-01-2022,4,13.68,Bronx,Bronx,46.9,12.41,59.31,Credit Card,188
4611,17-01-2022,17-01-2022,2,0.62,Brooklyn,Manhattan,2.07,0.27,2.34,Credit Card,128
4612,17-01-2022,17-01-2022,4,11.17,Brooklyn,Queens,28.03,6.39,34.42,Cash,114
4613,17-01-2022,17-01-2022,4,2.71,Staten Island,Manhattan,8.59,1.83,10.42,Cash,118
4614,17-01-2022,17-01-2022,4,13.73,Queens,Brooklyn,38.51,7.43,45.94,Cash,157
4615,17-01-2022,17-01-2022,1,13.45,Manhattan,Bronx,39.74,7.23,46.97,Credit Card,152
4616,17-01-2022,17-01-2022,2,9.98,Queens,Queens,25.89,4.86,30.75,Cash,145
4617,17-01-2022,17-01-2022,2,10.25,Queens,Manhattan,28.52,7.48,36,Cash,117
4618,17-01-2022,17-01-2022,1,0.58,Queens,Queens,1.82,0.51,2.33,Cash,102
4619,17-01-2022,17-01-2022,3,14.78,Staten Island,Staten Island,40.18,3.14,43.32,Cash,169
4620,17-01-2022,17-01-2022,4,13.23,Brooklyn,Manhattan,41.64,8,49.64,Credit Card,121
4621,17-01-2022,17-01-2022,2,13.48,Manhattan,Staten Island,46.14,12.9,59.04,Cash,154
4622,17-01-2022,17-01-2022,1,10.06,Queens,Queens,25.2,2.11,27.31,Cash,163
4623,17-01-2022,17-01-2022,4,5.5,Manhattan,Bronx,18.07,2.77,20.84,Cash,140
4624,17-01-2022,17-01-2022,3,13.46,Queens,Bronx,42.28,3.06,45.34,Cash,194
4625,17-01-2022,17-01-2022,3,4.73,Brooklyn,Bronx,12.05,0.94,12.99,Cash,184
4626,17-01-2022,17-01-2022,4,8.66,Manhattan,Staten Island,28.49,7.86,36.35,Credit Card,107
4627,17-01-2022,17-01-2022,3,1.95,Bronx,Bronx,5.31,0.86,6.17,Cash,164
